#,Date,Rank,Price,Sales
606,6/16/2021,8,18.4,313
241,6/16/2022,221,16.96,72
605,6/17/2021,7,18.29,326
240,6/17/2022,250,16.95,68
604,6/18/2021,9,18.18,300
239,6/18/2022,254,16.94,67
603,6/19/2021,12,18.07,281
238,6/19/2022,290,16.93,62
620,6/2/2021,40,22.95,188
255,6/2/2022,167,17.93,86
602,6/20/2021,13,17.96,277
237,6/20/2022,313,16.92,59
601,6/21/2021,15,17.85,271
236,6/21/2022,268,16.91,65
600,6/22/2021,14,17.74,274
235,6/22/2022,281,16.9,63
599,6/23/2021,13,17.63,277
234,6/23/2022,304,16.89,60
598,6/24/2021,11,17.52,284
233,6/24/2022,300,16.88,61
597,6/25/2021,12,17.41,281
232,6/25/2022,352,16.87,54
596,6/26/2021,12,17.3,281
231,6/26/2022,396,16.86,48
595,6/27/2021,14,17.19,274
230,6/27/2022,440,16.85,45
594,6/28/2021,10,17.08,287
229,6/28/2022,381,16.84,50
593,6/29/2021,8,16.97,313
228,6/29/2022,347,16.83,55
619,6/3/2021,33,22.51,211
254,6/3/2022,203,17.92,74
592,6/30/2021,4,16.86,392
227,6/30/2022,396,16.82,48
618,6/4/2021,37,22.07,198
253,6/4/2022,203,17.91,74
617,6/5/2021,39,21.63,192
252,6/5/2022,220,17.9,72
616,6/6/2021,43,21.19,178
251,6/6/2022,191,17.88,78
615,6/7/2021,35,20.75,205
250,6/7/2022,180,17.71,82
614,6/8/2021,26,20.31,235
249,6/8/2022,174,17.54,84
613,6/9/2021,14,19.87,274
248,6/9/2022,191,17.37,78
591,7/1/2021,4,16.75,392
226,7/1/2022,540,16.81,41
582,7/10/2021,1,18.1,511
217,7/10/2022,444,16.72,45
581,7/11/2021,1,18.5,511
216,7/11/2022,457,16.71,45
580,7/12/2021,1,18.95,511
215,7/12/2022,416,16.7,47
579,7/13/2021,2,17.99,471
214,7/13/2022,541,16.69,41
578,7/14/2021,2,18.05,471
213,7/14/2022,491,16.68,43
577,7/15/2021,2,18.11,471
212,7/15/2022,428,16.67,46
576,7/16/2021,2,18.17,471
211,7/16/2022,366,16.66,52
575,7/17/2021,2,18.23,471
210,7/17/2022,395,16.65,48
574,7/18/2021,2,18.29,471
209,7/18/2022,425,16.64,46
573,7/19/2021,2,18.35,471
208,7/19/2022,419,16.63,47
590,7/2/2021,4,16.64,392
225,7/2/2022,572,16.8,39
572,7/20/2021,1,18.41,511
207,7/20/2022,395,16.62,48
571,7/21/2021,1,18.47,511
206,7/21/2022,346,16.61,55
570,7/22/2021,1,18.53,511
205,7/22/2022,328,16.6,57
569,7/23/2021,1,18.59,511
204,7/23/2022,323,16.59,58
568,7/24/2021,1,18.65,511
203,7/24/2022,303,16.58,61
567,7/25/2021,1,18.71,511
202,7/25/2022,294,16.57,62
566,7/26/2021,1,18.77,511
201,7/26/2022,290,16.56,62
565,7/27/2021,1,18.83,511
200,7/27/2022,288,16.55,63
564,7/28/2021,1,18.99,511
199,7/28/2022,291,16.54,62
563,7/29/2021,1,19.99,511
198,7/29/2022,271,16.53,65
589,7/3/2021,2,16.53,471
224,7/3/2022,576,16.79,39
562,7/30/2021,1,20.31,511
197,7/30/2022,404,16.52,47
561,7/31/2021,1,20.63,511
196,7/31/2022,442,16.51,45
588,7/4/2021,2,16.42,471
223,7/4/2022,616,16.78,37
587,7/5/2021,2,16.1,471
222,7/5/2022,469,16.77,44
586,7/6/2021,2,16.5,471
221,7/6/2022,440,16.76,45
585,7/7/2021,1,16.9,511
220,7/7/2022,374,16.75,51
584,7/8/2021,1,17.3,511
219,7/8/2022,452,16.74,45
583,7/9/2021,1,17.7,511
218,7/9/2022,500,16.73,43
560,8/1/2021,1,20.95,511
195,8/1/2022,572,16.5,39
551,8/10/2021,1,23.95,511
186,8/10/2022,540,16.53,41
550,8/11/2021,1,24.28,511
185,8/11/2022,604,16.62,37
549,8/12/2021,1,24.61,511
184,8/12/2022,590,16.71,38
548,8/13/2021,3,24.95,432
183,8/13/2022,578,16.8,39
547,8/14/2021,3,25.11,432
182,8/14/2022,670,16.89,34
546,8/15/2021,3,25.27,432
181,8/15/2022,572,16.98,39
545,8/16/2021,3,25.43,432
180,8/16/2022,591,17.07,38
544,8/17/2021,3,25.59,432
179,8/17/2022,419,17.16,47
543,8/18/2021,3,25.75,432
178,8/18/2022,426,17.25,46
542,8/19/2021,3,25.95,432
177,8/19/2022,509,17.34,42
559,8/2/2021,1,21.27,511
194,8/2/2022,614,16.49,37
541,8/20/2021,3,26.15,432
176,8/20/2022,509,17.43,42
540,8/21/2021,3,26.35,432
175,8/21/2022,481,17.52,43
539,8/22/2021,3,26.55,432
174,8/22/2022,505,17.61,42
538,8/23/2021,3,26.75,432
